42.65005955,-71.3246594,4,1.44,298.7999878,-21.91818684,43.26211625
42.65005112,-71.32466556,4,0.36,298.7999878,-10.32162674,34.82197606
42.65005144,-71.32465894,4,0,0,3.699220258,12.34847202
42.6500484,-71.32466064,3,0,0,-43.09473059,11.88112574
42.65004639,-71.32466451,3,0,0,53.06284056,27.82884819
42.65004575,-71.32466407,3,0,0,-9.947547007,16.97882421
42.65004236,-71.32467163,3,0,0,-4.988721111,30.13440653
42.65004479,-71.32467512,3,0.64,298.7999878,20.89304665,-9.954550956
42.65005487,-71.324693,3,1.47,298.7999878,29.28198721,12.05349155
42.65006431,-71.32471344,3,1.94,298.7999878,39.6399951,-4.84400855
42.65009003,-71.32471922,3,2.64,352.2000122,30.33680025,-19.69517694
42.65011749,-71.32471704,3,3.14,2.700000048,8.998686849,-20.64079234
42.65015583,-71.32469192,3,4.12,24.20000076,-1.734823102,-4.253605007
42.65019162,-71.32466196,3,5.01,33.79999924,-24.91492891,7.865070074
42.65022975,-71.32460798,3,5.98,43.70000076,-29.55723416,9.643809419
42.65027208,-71.32454355,3,6.82,46.40000153,-45.64356258,-5.607806378
42.65031435,-71.32447987,3,7.2,44.29999924,-9.168702887,-12.01554361
42.65035563,-71.32441282,3,7.11,44.90000153,-6.410081396,-14.22497205
42.65038902,-71.32436092,3,7.09,42.70000076,-14.11224032,-8.392448854
42.65043009,-71.32430795,3,6.54,48.40000153,-15.64791599,-1.653770883
42.65046415,-71.32425287,4,5.94,49.20000076,-16.73933582,-6.920696431
42.65048914,-71.32420606,4,5.13,49.90000153,-5.939880346,0.003623386
42.65051496,-71.3241695,3,4.3,43.29999924,-15.82858204,-6.558001286
42.65052732,-71.32414649,3,3.03,46.79999924,10.62742224,5.996179243
42.65053041,-71.32413324,3,1.56,46.79999924,34.43491627,14.75992312
42.65052924,-71.32413952,3,0,0,13.97417948,6.525536386
42.65052972,-71.32414432,3,0,0,1.70220264,1.097384427
42.65052815,-71.32414702,3,0,0,0.115155413,-0.22683236
42.65053135,-71.32415033,3,0,0,-0.285095705,-0.631940774
42.6505306,-71.32415219,3,0,0,0.220856928,-0.092498638
42.65052696,-71.32415956,3,0,0,0.080777602,0.387486691
42.65052924,-71.32416507,3,0,0,0.043049561,-0.613218091
42.65052957,-71.32417006,3,0,0,-0.63770954,-0.502997511
42.65052969,-71.32417395,3,0,0,-0.029219926,-0.420650043
42.65053206,-71.3241734,3,0,0,-0.205236551,0.199124258
42.65052694,-71.32416931,3,0,0,-0.205891267,-0.350061796
42.65052531,-71.32416813,3,0,0,0.503700397,0.204388002
42.65052494,-71.32416796,3,0,0,0.277200868,2.336800281
42.65052537,-71.32416727,4,0,0,0.266102767,-1.01334415
42.65052143,-71.32416981,4,0,0,0.447634468,-0.025155041
42.65051802,-71.3241709,4,0,0,-0.035548092,-0.183904653
42.65051756,-71.32417214,4,0,0,0.304809716,0.134861885
42.65051759,-71.32417321,4,0,0,0.166888782,0.010025243
42.65051422,-71.32417421,4,0,0,-0.087596136,0.2132957
42.65051588,-71.32417212,4,0,0,-0.366441385,-0.099360607
42.65051618,-71.32417148,4,0,0,-0.118602822,0.006103363
42.65051508,-71.32417261,4,0,0,-0.113382482,-0.093478758
42.65051501,-71.3241724,4,0,0,-0.308870351,0.152595389
42.65051534,-71.32417411,4,0,0,-0.218469295,0.185448968
42.6505152,-71.32417362,4,0,0,0.011650516,-0.053997289
42.65051525,-71.3241736,4,0,0,0.215349226,-0.314404299
42.65051512,-71.32417369,4,0,0,-0.034038258,0.572420083
42.65051501,-71.32417358,4,0,0,-0.159207576,0.087144673
42.65051472,-71.32417333,4,0,0,-0.016076086,0.64766354
42.65051458,-71.32417322,4,0,0,-0.233780202,0.256978207
42.65051455,-71.32417322,4,0,0,-0.183577266,0.645638114
42.65051454,-71.32417322,4,0,0,-0.302574405,0.229579472
42.65051452,-71.32417319,4,0,0,0.036392741,0.214705965
42.65051446,-71.32417316,4,0,0,-0.193488334,0.462710887
42.65051439,-71.3241731,4,0,0,-0.472158437,0.954451814
42.65051432,-71.32417305,4,0,0,-0.72499904,0.469478797
42.65051428,-71.32417302,4,0,0,-0.464403559,0.793050263
42.65051426,-71.32417299,4,0,0,0.116166724,0.00047419
42.65051418,-71.32417292,4,0,0,-0.938940539,0.528710727
42.65051412,-71.32417285,4,0,0,6.715228038,6.710979774
42.65051406,-71.32417278,4,0,0,10.00970772,9.850792263
42.6505153,-71.32417153,4,0.29,46.79999924,17.17282722,22.93561736
42.65052054,-71.32415468,4,0.83,46.79999924,13.32071813,10.61210047
42.65053688,-71.32412812,4,2.23,52.20000076,-15.10436545,-12.5895081
42.65055691,-71.32407407,4,3.79,52.29999924,4.64829549,2.373731135
42.65058295,-71.3240272,4,4.85,52.59999847,-7.915194143,-6.986632687
42.65061983,-71.32396773,4,5.91,53.90000153,-43.92079245,-1.579555473
42.65065916,-71.3239031,4,6.87,54.59999847,-25.03574753,-19.20735667
42.65070463,-71.3238378,4,7.13,51.59999847,-6.302862355,-9.528126633
42.6507614,-71.32377724,4,7.34,47,3.613229635,-1.368785305
42.65081146,-71.32371812,5,7.45,43,24.17329177,19.58450052
42.65086166,-71.32363717,6,7.65,44.59999847,-4.978065885,1.400081074
42.6509075,-71.32355846,5,8.07,48.70000076,-12.81613112,-3.825058589
42.650949,-71.32348294,6,8.43,48.90000153,-2.417391348,-5.204102235
42.65100709,-71.32340194,5,8.69,47.90000153,-13.93902977,-20.90677581
42.65104813,-71.32331868,5,8.75,48.29999924,-5.443185876,-32.55212069
42.65109813,-71.32324632,5,8.36,47.70000076,37.28458506,15.7512054
42.65114003,-71.32317193,4,7.88,50.20000076,-4.152495676,-1.39012674
42.6511884,-71.32309394,6,8.04,49.29999924,13.47102916,2.173461062
42.65125043,-71.32301983,8,8.32,46.59999847,15.9620643,-4.624217718
42.6512498,-71.32291242,6,8.03,63.59999847,-1.283560957,12.86459687
42.65127304,-71.32280293,7,8.64,67.40000153,3.239495732,2.389049074
42.65133454,-71.32271512,8,8.99,62.70000076,3.6769977,-7.115655377
42.65133801,-71.32260683,7,9.16,77.5,-6.54989799,-11.60557619
42.6513292,-71.32248337,6,9.71,84.5,-9.498853476,14.7746712
42.65134332,-71.32237357,6,10.08,87.30000305,-11.11766906,2.577434919
42.65134397,-71.32224307,6,10.39,90.59999847,-6.101638555,2.05029902
42.65132263,-71.32208235,7,11.2,93.59999847,-5.741659185,5.660270826
42.65132841,-71.32195223,8,10.95,91.30000305,-1.051416098,9.38752989
42.6512502,-71.32184423,9,11.02,104.5999985,6.714029764,3.622822004
42.6511988,-71.32168058,9,11.65,107.9000015,5.798807187,-10.16957375
42.65111429,-71.32154762,8,12.01,109.6999969,2.844229178,-1.639324615
42.65104561,-71.32142528,8,12.12,110.9000015,-6.724488991,12.80217435
42.65099991,-71.32128909,7,12.44,114.6999969,-7.300997437,2.724212739
42.6509229,-71.32114883,6,12.81,117.4000015,-3.146175997,11.64067182
42.65088041,-71.32100461,7,13.05,116.6999969,7.654974614,16.91412373
42.65084786,-71.32085298,12,13.21,116.3000031,19.08627856,27.11931315
42.65078922,-71.3207435,11,13.09,124.1999969,0.601737447,1.770854484
42.65075252,-71.32059216,11,13.49,121.6999969,-18.17094391,14.64681396
42.65069395,-71.32047236,11,13.57,123,-6.966531762,13.82414856
42.65063128,-71.32032878,11,13.49,124,-10.12922752,9.865560029
42.65056712,-71.32019482,11,13.2,124,-1.312265522,2.503495116
42.65050491,-71.32006949,5,12.65,123.3000031,-11.96384287,14.16569101
42.65043815,-71.31994924,5,12,123.9000015,-14.9151058,13.34653938
42.65039865,-71.3198291,4,11.06,123.4000015,-10.64690985,12.72673069
42.65035454,-71.31973304,4,9.91,123.9000015,-3.214753289,14.94119436
42.65031472,-71.31964396,4,8.54,125,21.85414661,-3.967594025
42.65027341,-71.31957436,4,7.19,125,33.56921215,28.61952554
42.65024241,-71.31950343,4,6.44,122.0999985,-7.910897058,2.020814817
42.65023324,-71.3194406,3,5.27,115,25.13863223,0.709665516
42.65022993,-71.31939544,3,4.34,101.0999985,15.26420991,24.35829679
42.65023091,-71.31933635,3,4.31,88.5,-9.37846852,13.85703148
42.65026738,-71.3192789,3,4.48,64.5,-18.8929671,-31.11137076
42.65029554,-71.31924253,3,5.13,47.59999847,11.23663531,-27.18254906
42.65033752,-71.31919841,3,5.58,40.20000076,10.75114871,-21.08566044
42.65038289,-71.31915873,3,6.11,35.09999847,7.892586595,-10.03722018
42.6504336,-71.31911627,3,6.5,33.29999924,-6.758465147,-10.58220102
42.65048684,-71.31907767,3,6.95,32.90000153,-41.1663274,-37.83004398
42.65053893,-71.31903642,3,6.95,31.70000076,14.63115395,-7.902265157
42.65058903,-71.31899886,3,6.39,31.29999924,16.34089529,17.17270691
42.6506368,-71.31895623,4,6.55,34.09999847,20.16589096,24.39253659
42.65067827,-71.3189208,3,6.63,31.39999962,10.86931431,9.766034017
42.65073166,-71.31887502,3,7.44,30.70000076,-21.12087087,-3.125095972
42.65079129,-71.3188319,3,8.11,29,-13.03646686,-14.14151633
42.65085899,-71.31878237,3,8.35,27.29999924,-6.69416257,2.559477477
42.65092653,-71.31874152,3,8.44,25.70000076,6.771579642,11.21529638
42.65099716,-71.31869651,3,8.55,25.60000038,13.34639453,-8.555919713
42.65107392,-71.31865146,3,9.07,22.89999962,-8.927879405,-11.74502007
42.65115746,-71.31860626,3,9.37,22.39999962,-15.48435091,-12.44897155
42.65123116,-71.31857,3,9.31,21.89999962,-18.459442,-30.82349505
42.65130945,-71.31852632,3,9.06,21.29999924,-27.76029574,-33.52644287
42.65137854,-71.31848753,3,8.1,21.89999962,-9.101144006,-6.240726463
42.65143123,-71.31845799,3,6.79,23,-20.50976199,-15.48944393
