latitude,longitude,accuracy,speed,bearing,kf_latitude,kf_longitude,kf_speed_lat,kf_speed_long,kf_loc_covariance_long,kf_vel_covariance_long,kf_speed_total,scan_id_label
42.65111429,-71.32154762,8,12.01,109.6999969,42.6513401121127,-71.3217867149968,0.215263195022255,12.4989746600733,2.67163809546037,0.258520797221625,12.5008282044145,3
42.65104561,-71.32142528,8,12.12,110.9000015,42.651273107174,-71.3216421444196,-1.18751316790454,12.9681324486102,2.65359610945853,0.254260233808664,13.0223902079704,3
42.65099991,-71.32128909,7,12.44,114.6999969,42.6511983388141,-71.321502600806,-2.29289930235374,13.1080346639568,2.63145621153693,0.252579299917398,13.3070642878971,3
42.6509229,-71.32114883,6,12.81,117.4000015,42.651122943339,-71.3213621234148,-3.22009733597021,13.1631281139831,2.49160228415589,0.246567247920964,13.551271844305,3
42.65088041,-71.32100461,7,13.05,116.6999969,42.6510389108222,-71.3212205515559,-3.99941792048563,13.191786721123,2.27148251767494,0.238353219061992,13.7847227247522,3
42.65084786,-71.32085298,12,13.21,116.3000031,42.6509722621698,-71.3210815563108,-4.21811329578164,13.3395292298935,2.272600711179,0.242537035124132,13.9905510917631,3
42.65078922,-71.3207435,11,13.09,124.1999969,42.6509216345147,-71.3209454443634,-4.05465380487023,13.6754885555997,2.66082801492332,0.264204917547373,14.2639126719034,3
42.65075252,-71.32059216,11,13.49,121.6999969,42.6508668228506,-71.3208116272229,-4.26623367067311,13.6523172837232,2.92917695696443,0.272084094099246,14.3033743203564,3
42.65069395,-71.32047236,11,13.57,123,42.6508147820498,-71.3206717902238,-4.22054501015671,13.5814602652161,3.1189335064147,0.274791989347241,14.2221328610867,3
42.65063128,-71.32032878,11,13.49,124,42.6507603263257,-71.3205375670021,-4.2373921045037,13.4942188723315,3.2376263532072,0.275249679539717,14.1438833006249,3
42.65056712,-71.32019482,11,13.2,124,42.6507027326702,-71.3204006450852,-4.35042229123437,13.441229095898,3.30381947794282,0.275165032778625,14.1277320798663,3
42.65050491,-71.32006949,5,12.65,123.3000031,42.6506421109163,-71.3202645873137,-4.5720100293788,13.4608561466759,3.33641660964262,0.275270381363565,14.2161149372901,3
42.65043815,-71.31994924,5,12,123.9000015,42.6505662142817,-71.3201236674306,-4.6955877130048,13.1309394439533,2.43076338990575,0.237632785215818,13.9452541981597,3
42.65039865,-71.3198291,4,11.06,123.4000015,42.6504988859611,-71.3199962074801,-4.66571419440341,12.5837023406914,2.05459981571865,0.229763850438386,13.4208216418735,3
42.65035454,-71.31973304,4,9.91,123.9000015,42.6504425423554,-71.3198741872354,-4.35668622905889,11.9896463909195,1.71232193632383,0.219537993294849,12.7566584761747,3
42.65031472,-71.31964396,4,8.54,125,42.650393566239,-71.3197663740427,-4.0016493068956,11.3296710069971,1.56123938248734,0.216665767920778,12.0155999559809,3
42.65027341,-71.31957436,4,7.19,125,42.6503498007334,-71.3196691024185,-3.86146288083477,10.8624038828827,1.49630969779214,0.214882518751532,11.5283439268149,3
42.65024241,-71.31950343,4,6.44,122.0999985,42.6503069074174,-71.3195840642784,-3.47771544568568,10.3540331541634,1.47133006185885,0.212821579645109,10.922477158533,3
42.65023324,-71.3194406,3,5.27,115,42.6502702539475,-71.3195059260566,-3.31408377754594,9.43145490050884,1.46315739704216,0.210583465461243,9.99677412093148,3
42.65022993,-71.31939544,3,4.34,101.0999985,42.6502445295728,-71.3194401056988,-2.86063371551854,8.67916468805897,1.29439811684184,0.196391049919659,9.13844215043303,3
42.65023091,-71.31933635,3,4.31,88.5,42.6502291164962,-71.3193836963901,-2.05590305090428,7.84844574950706,1.21010883506276,0.191766389386857,8.11325076881474,3
42.65026738,-71.3192789,3,4.48,64.5,42.6502237326048,-71.3193285506761,-1.30379453687515,7.01947490769686,1.16931337046085,0.190066187607765,7.13953136936671,3
42.65029554,-71.31924253,3,5.13,47.59999847,42.6502379632819,-71.3192746864883,-0.659769844833363,6.37603605015064,1.15110836586211,0.18909922587846,6.41008049567024,3
42.65033752,-71.31919841,3,5.58,40.20000076,42.6502601790422,-71.3192294745368,0.0525882924174244,6.02548078296298,1.14381646532209,0.188271199599834,6.0257102647203,3
42.65038289,-71.31915873,3,6.11,35.09999847,42.6502930293156,-71.3191856434043,0.910539329682272,5.76519373565394,1.14117025316828,0.187525313015538,5.83665492217261,3
42.6504336,-71.31911627,3,6.5,33.29999924,42.6503345145297,-71.3191439764555,1.86451043111234,5.52096373002633,1.14016843246151,0.186918165144611,5.8273012326456,3
42.65048684,-71.31907767,3,6.95,32.90000153,42.6503840609219,-71.3191026804864,2.76355306069572,5.21425268874808,1.13960714950863,0.186480496491845,5.90132668316179,3
42.65053893,-71.31903642,3,6.95,31.70000076,42.6504396522956,-71.3190632464359,3.31569552105897,4.62988644363857,1.13913002832153,0.1861993216964,5.69470677641604,3
42.65058903,-71.31899886,3,6.39,31.29999924,42.6504961793266,-71.3190262788738,4.0142296861903,4.68632878290857,1.1386976872906,0.186037413060137,6.17055244163834,3
42.6506368,-71.31895623,4,6.55,34.09999847,42.6505530968982,-71.3189892086093,4.74609230929102,4.72817758918612,1.13834268821865,0.185953842109701,6.69933246847723,3
42.65067827,-71.3189208,3,6.63,31.39999962,42.6506078427735,-71.3189493540909,5.29876985114705,4.867110456644,1.26571004123649,0.196545466801892,7.19484024371621,3
42.65073166,-71.31887502,3,7.44,30.70000076,42.650662989292,-71.3189111209005,5.53163778417212,4.84668618516125,1.20975624113454,0.188900884219646,7.35454849414385,3
42.65079129,-71.3188319,3,8.11,29,42.6507187082558,-71.3188689851285,5.60144676773593,4.66329693914953,1.17418259337246,0.186558589639727,7.28852140248355,3
42.65085899,-71.31878237,3,8.35,27.29999924,42.6507763498253,-71.3188267874025,5.60506578314605,4.63946890341318,1.15395643545319,0.186167998227821,7.27608645764552,3
42.65092653,-71.31874152,3,8.44,25.70000076,42.6508375532457,-71.3187816754302,5.86610301474855,4.7783873474036,1.14384635621901,0.186279393989337,7.56598640108934,3
42.65099716,-71.31869651,3,8.55,25.60000038,42.650902144509,-71.3187374786296,6.22491147182394,4.98707858405534,1.13956085780631,0.18637546334895,7.97624445685993,3
42.65107392,-71.31865146,3,9.07,22.89999962,42.6509708983176,-71.3186919423322,6.40924888031528,5.23943614194324,1.13814955625001,0.186353570967102,8.27829464897957,3
42.65115746,-71.31860626,3,9.37,22.39999962,42.6510434472205,-71.3186446734359,6.61117583205476,5.27739889837235,1.13789226572601,0.186253719466262,8.45923075786958,3
42.65123116,-71.31857,3,9.31,21.89999962,42.6511211642743,-71.3185976989187,6.89610637214739,5.24440827099567,1.1379518728262,0.18613479584889,8.66372328787454,3
42.65130945,-71.31852632,3,9.06,21.29999924,42.651198777913,-71.3185549424978,6.91392900867772,5.07119705956534,1.13801117109373,0.186033874370927,8.57434860231256,3
42.65137854,-71.31848753,3,8.1,21.89999962,42.6512766037156,-71.3185127480387,6.89962696448256,4.83610469583521,1.13800219138926,0.185963668360379,8.42572019937134,3
42.65143123,-71.31845799,3,6.79,23,42.6513506032483,-71.3184738828272,7.03215895101459,4.71918052905832,1.13794599672297,0.185921877276776,8.46887975934113,3
42.65147648,-71.31843936,3,5.34,23.10000038,42.6514169171464,-71.3184400716164,6.80358645167116,4.33467041444833,1.1378770519545,0.185900441401388,8.06710333436092,3
42.65150605,-71.31842541,3,3.51,23.29999924,42.6514736000682,-71.3184150604332,6.45595886910448,3.88304572588645,1.13781770991011,0.18589117492717,7.53375397984921,3
42.65152063,-71.31841299,3,1.7,23.29999924,42.6515175152793,-71.3183980734269,6.11277997705486,3.60418555230326,1.13777601827578,0.185888046860037,7.09621254919231,3
42.65152513,-71.3184091,3,1.02,23.29999924,42.6515478279546,-71.3183857637023,5.75547594692973,3.49348619073967,1.13775098874029,0.185887437760784,6.73275197379017,3
42.65153354,-71.3184005,3,1.28,23.29999924,42.6515668366892,-71.3183772902601,4.68588291626343,2.80175832927514,1.13773803901468,0.18588755123411,5.45961064917564,3
42.65154885,-71.31839505,3,1.45,23.29999924,42.6515769061752,-71.3183717791482,3.59085001176543,2.14720750656019,1.13773238182086,0.185887688437859,4.18386231647556,3
42.65155679,-71.31838638,3,1.47,23.29999924,42.6515837955629,-71.3183692704784,2.75675292613539,1.6060555869051,1.13773044005912,0.185887687123347,3.19047037973794,3
42.65157327,-71.31838063,3,1.59,23.29999924,42.6515870860621,-71.3183671091373,2.1161552343477,1.36886927881815,1.13773004359066,0.18588758308602,2.52030079124483,3
42.65159024,-71.31836801,3,1.98,23.29999924,42.6515922612965,-71.3183646587855,1.85587573201187,1.2582834383801,1.13773010308357,0.185887446881174,2.24222031566308,3
42.65161326,-71.31835948,3,2.46,25.60000038,42.6516010247375,-71.3183583652678,1.5142731445337,1.04874752410479,1.13773018760656,0.185887326496238,1.84198114148107,3
42.65163925,-71.31834845,3,2.63,24.20000076,42.651613839216,-71.3183518501666,1.35887963968324,0.879941673527036,1.1377301921737,0.185887240520441,1.61890432822796,3
42.6516657,-71.31833307,3,2.75,26.70000076,42.6516308639048,-71.3183443384556,1.44273152595658,0.872542560009534,1.13773013456735,0.185887188249965,1.68606191316244,3
42.65168643,-71.31832323,3,2.68,28,42.6516519667316,-71.3183338427754,1.65497221858101,0.970230984973282,1.13773005600378,0.185887160897077,1.91840590295099,3
42.65170875,-71.3183089,3,2.66,28.79999924,42.6516739399176,-71.3183232206983,1.84847390181051,1.05556359107054,1.13772998540982,0.185887148805759,2.12863107664723,3
42.65173005,-71.31829904,3,2.67,29.89999962,42.6516969859596,-71.3183108312861,2.01309054478982,1.18245123489844,1.13772993445977,0.185887144595722,2.33467866406386,3
42.65174973,-71.31828298,3,2.76,31.10000038,42.6517201223218,-71.3182989075762,2.21800405985844,1.37209039443209,1.1377299032179,0.185887143716604,2.6080977857514,3
42.6517721,-71.31826025,3,3.02,29.70000076,42.6517430280549,-71.3182844165886,2.32615264221649,1.51252328744957,1.13772988673228,0.185887143848362,2.7746554398642,3
42.65179999,-71.31824172,3,3.57,29.79999924,42.6517662496571,-71.3182660991161,2.47799328591382,1.94739714578375,1.13772987937313,0.185887144053845,3.15163550691393,3
42.6518378,-71.31820723,3,4.69,32.20000076,42.6517923156961,-71.3182449899972,2.53196705707412,2.05322393363354,1.13772987677265,0.185887144092643,3.25984442876561,3
42.65188186,-71.31817368,3,5.33,31.70000076,42.6518238674908,-71.3182173402362,2.54890245229961,2.06304861660313,1.13772987620836,0.185887143993728,3.27918790340033,3
42.65192359,-71.31812777,3,5.38,32.90000153,42.6518605033619,-71.3181870955239,2.70670910940894,2.35745795043754,1.13772987627702,0.185887143842421,3.58941251335626,3
42.65196279,-71.31808811,3,5.22,36,42.6518999375845,-71.3181493333589,2.88373217385819,2.54869846068331,1.13772987640313,0.185887143701329,3.84860690302795,3
42.65199133,-71.31804695,3,4.49,38,42.6519399770965,-71.318110309163,3.35166120977767,2.85308041947338,1.13772987643327,0.185887143597436,4.40155662750245,3
42.65200864,-71.31801289,3,3.73,42.5,42.6519774028504,-71.3180698822081,3.86092150928873,3.41919813703962,1.1377298763802,0.185887143532845,5.15728909420672,3
42.65203087,-71.31798774,3,3.07,39,42.6520097525284,-71.3180296645651,3.66363249333178,3.57663048502626,1.13772987629363,0.185887143498387,5.1200086594278,3
42.65204554,-71.31796652,3,2.73,36.79999924,42.6520368149801,-71.3179947175132,3.37844110453674,3.5245213297325,1.13772987621125,0.185887143482857,4.88222438039904,3
42.65206035,-71.31794584,3,1.97,36.79999924,42.6520576469005,-71.317965385477,2.90366709998043,3.31432922315775,1.13772987614986,0.185887143477328,4.40636594338081,3
